batch_id,source_file,symbol,scope,lang,statement_type,report_type,period_key,period,fiscal_year,year,note_id,note_title,note_type,row_label,code,line_item_canonical,metric,value,source_page
batch_20260917_105909_af0d48,000000015505357_bao_cao_tai_chinh_cong_ty_me_quy_3.pdf,UNKNOWN,separate,vi,balance_sheet,balance_sheet,2025Q3,2025Q3,2025,2025,,,,1,2 3,1,so_cuoi_ky,4.0,3
batch_20260917_105909_af0d48,000000015505357_bao_cao_tai_chinh_cong_ty_me_quy_3.pdf,UNKNOWN,separate,vi,balance_sheet,balance_sheet,2025Q3,2025Q3,2025,2025,,,,1,2 3,1,so_dau_nam,5.0,3
batch_20260917_105909_af0d48,000000015505357_bao_cao_tai_chinh_cong_ty_me_quy_3.pdf,UNKNOWN,separate,vi,balance_sheet,balance_sheet,2025Q3,2025Q3,2025,2025,,,,A - TÀI SẢN NGẮN HẠN,100,tai_san_ngan_han,so_cuoi_ky,93349905905.0,3
batch_20260917_105909_af0d48,000000015505357_bao_cao_tai_chinh_cong_ty_me_quy_3.pdf,UNKNOWN,separate,vi,balance_sheet,balance_sheet,2025Q3,2025Q3,2025,2025,,,,A - TÀI SẢN NGẮN HẠN,100,tai_san_ngan_han,so_dau_nam,93413891442.0,3
batch_20260917_105909_af0d48,000000015505357_bao_cao_tai_chinh_cong_ty_me_quy_3.pdf,UNKNOWN,separate,vi,balance_sheet,balance_sheet,2025Q3,2025Q3,2025,2025,,,,(100=110+120+130+140+150) I. Tiền và các khoản tương đương tiền,110,tien,so_cuoi_ky,66953383.0,3
batch_20260917_105909_af0d48,000000015505357_bao_cao_tai_chinh_cong_ty_me_quy_3.pdf,UNKNOWN,separate,vi,balance_sheet,balance_sheet,2025Q3,2025Q3,2025,2025,,,,(100=110+120+130+140+150) I. Tiền và các khoản tương đương tiền,110,tien,so_dau_nam,86101883.0,3
batch_20260917_105909_af0d48,000000015505357_bao_cao_tai_chinh_cong_ty_me_quy_3.pdf,UNKNOWN,separate,vi,balance_sheet,balance_sheet,2025Q3,2025Q3,2025,2025,,,,Tiền,111,tien,so_cuoi_ky,66953383.0,3
batch_20260917_105909_af0d48,000000015505357_bao_cao_tai_chinh_cong_ty_me_quy_3.pdf,UNKNOWN,separate,vi,balance_sheet,balance_sheet,2025Q3,2025Q3,2025,2025,,,,Tiền,111,tien,so_dau_nam,86101883.0,3
batch_20260917_105909_af0d48,000000015505357_bao_cao_tai_chinh_cong_ty_me_quy_3.pdf,UNKNOWN,separate,vi,balance_sheet,balance_sheet,2025Q3,2025Q3,2025,2025,,,,Các khoản tương đương tiền,112,cackhoantuongduongtien,so_cuoi_ky,0.0,3
batch_20260917_105909_af0d48,000000015505357_bao_cao_tai_chinh_cong_ty_me_quy_3.pdf,UNKNOWN,separate,vi,balance_sheet,balance_sheet,2025Q3,2025Q3,2025,2025,,,,Đầu tư tài chính ngắn hạn,120,dau_tu_tai_chinh_ngan_han,so_cuoi_ky,0.0,3
batch_20260917_105909_af0d48,000000015505357_bao_cao_tai_chinh_cong_ty_me_quy_3.pdf,UNKNOWN,separate,vi,balance_sheet,balance_sheet,2025Q3,2025Q3,2025,2025,,,,Chứng khoán kinh doanh,121,chungkhoankinhdoanh,so_cuoi_ky,0.0,3
batch_20260917_105909_af0d48,000000015505357_bao_cao_tai_chinh_cong_ty_me_quy_3.pdf,UNKNOWN,separate,vi,balance_sheet,balance_sheet,2025Q3,2025Q3,2025,2025,,,,Dự phòng giảm giá chứng khoán kinh,122,duphonggiamgiachungkhoankinh,so_cuoi_ky,0.0,3
batch_20260917_105909_af0d48,000000015505357_bao_cao_tai_chinh_cong_ty_me_quy_3.pdf,UNKNOWN,separate,vi,balance_sheet,balance_sheet,2025Q3,2025Q3,2025,2025,,,,doanh 3. Đầu (*) tư nắm giữ đến ngày đáo hạn,123,doanh3dautunamgiudenngaydaohan,so_cuoi_ky,0.0,3
batch_20260917_105909_af0d48,000000015505357_bao_cao_tai_chinh_cong_ty_me_quy_3.pdf,UNKNOWN,separate,vi,balance_sheet,balance_sheet,2025Q3,2025Q3,2025,2025,,,,Các khoản phải thu ngắn hạn,130,phai_thu_ngan_han,so_cuoi_ky,90918401120.0,3
batch_20260917_105909_af0d48,000000015505357_bao_cao_tai_chinh_cong_ty_me_quy_3.pdf,UNKNOWN,separate,vi,balance_sheet,balance_sheet,2025Q3,2025Q3,2025,2025,,,,Các khoản phải thu ngắn hạn,130,phai_thu_ngan_han,so_dau_nam,90967965120.0,3
batch_20260917_105909_af0d48,000000015505357_bao_cao_tai_chinh_cong_ty_me_quy_3.pdf,UNKNOWN,separate,vi,balance_sheet,balance_sheet,2025Q3,2025Q3,2025,2025,,,,Phải thu ngắn hạn của khách hàng,131,phaithunganhancuakhachhang,so_cuoi_ky,1073072306.0,3
batch_20260917_105909_af0d48,000000015505357_bao_cao_tai_chinh_cong_ty_me_quy_3.pdf,UNKNOWN,separate,vi,balance_sheet,balance_sheet,2025Q3,2025Q3,2025,2025,,,,Phải thu ngắn hạn của khách hàng,131,phaithunganhancuakhachhang,so_dau_nam,1073072306.0,3
batch_20260917_105909_af0d48,000000015505357_bao_cao_tai_chinh_cong_ty_me_quy_3.pdf,UNKNOWN,separate,vi,balance_sheet,balance_sheet,2025Q3,2025Q3,2025,2025,,,,Trả trước cho người bán ngắn hạn,132,tratruocchonguoibannganhan,so_cuoi_ky,11080096279.0,3
batch_20260917_105909_af0d48,000000015505357_bao_cao_tai_chinh_cong_ty_me_quy_3.pdf,UNKNOWN,separate,vi,balance_sheet,balance_sheet,2025Q3,2025Q3,2025,2025,,,,Trả trước cho người bán ngắn hạn,132,tratruocchonguoibannganhan,so_dau_nam,11097628279.0,3
batch_20260917_105909_af0d48,000000015505357_bao_cao_tai_chinh_cong_ty_me_quy_3.pdf,UNKNOWN,separate,vi,balance_sheet,balance_sheet,2025Q3,2025Q3,2025,2025,,,,Phải thu nội bộ ngắn hạn,133,phaithunoibonganhan,so_cuoi_ky,0.0,3
batch_20260917_105909_af0d48,000000015505357_bao_cao_tai_chinh_cong_ty_me_quy_3.pdf,UNKNOWN,separate,vi,balance_sheet,balance_sheet,2025Q3,2025Q3,2025,2025,,,,Phải thu theo tiến độ kế hoạch hợp đồng,134,phaithutheotiendokehoachhopdong,so_cuoi_ky,0.0,3
